thrs	post_p	finalwindow
0	0.0952380952380952	0.23
0.03256001	0.09375	0.2
0.070216248	0.0845070422535211	0.18
0.082355146	0.0789473684210526	0.18
0.093809574	0.0779220779220779	0.18
0.098963073	0.0769230769230769	0.19
0.103967892	0.0769230769230769	0.19
0.106977596	0.0618556701030928	0.19
0.113424721	0.0948905109489051	0.19
0.115659216	0.0928571428571428	0.19
0.123778241	0.0948905109489051	0.18
0.127200542	0.0606060606060606	0.17
0.127695348	0.0666666666666667	0.17
0.128068503	0.0660377358490566	0.17
0.129609166	0.0810810810810811	0.17
0.129730945	0.0810810810810811	0.17
0.130460633	0.079646017699115	0.17
0.14705261	0.0915492957746479	0.16
0.148427326	0.0660377358490566	0.15
0.148447444	0.0747663551401869	0.15
0.148782099	0.073394495412844	0.15
0.151339737	0.0782608695652174	0.15
0.155752372	0.0928571428571428	0.15
0.161204767	0.0782608695652174	0.14
0.172569069	0.0839694656488549	0.13
0.178062567	0.0666666666666667	0.12
0.178113806	0.0666666666666667	0.12
0.178140913	0.0666666666666667	0.12
0.178189211	0.0666666666666667	0.12
0.178358463	0.0666666666666667	0.12
0.181430774	0.0782608695652174	0.12
0.181486006	0.0782608695652174	0.12
0.181486035	0.0782608695652174	0.12
0.181824923	0.0782608695652174	0.12
0.186084933	0.0928571428571428	0.12
0.191788381	0.0789473684210526	0.11
0.194681585	0.0955882352941176	0.11
0.205298456	0.0970149253731343	0.1
0.206482242	0.0955882352941176	0.1
0.222049977	0.07	0.08
0.222622275	0.0775862068965517	0.08
0.22265244	0.0775862068965517	0.08
0.222656148	0.0775862068965517	0.08
0.222686318	0.0775862068965517	0.08
0.222697977	0.0769230769230769	0.08
0.222716495	0.0769230769230769	0.08
0.222812147	0.0847457627118644	0.08
0.222924291	0.0924369747899159	0.08
0.223196808	0.0909090909090909	0.08
0.226694446	0.0873015873015873	0.08
0.226728961	0.0873015873015873	0.08
0.226867021	0.0873015873015873	0.08
0.226929675	0.0873015873015873	0.08
0.226957829	0.0873015873015873	0.08
0.226982815	0.0873015873015873	0.08
0.227081991	0.088	0.08
0.227177477	0.088	0.08
0.227432153	0.0873015873015873	0.08
0.230426372	0.0806451612903226	0.08
0.237068117	0.0756302521008403	0.07
0.241897099	0.0743801652892562	0.07
0.24235868	0.0743801652892562	0.07
0.242615688	0.075	0.07
0.242875367	0.0792079207920792	0.06
0.249436037	0.073394495412844	0.06
0.254481698	0.0784313725490196	0.05
0.256228734	0.0776699029126214	0.05
0.256259656	0.0776699029126214	0.05
0.256650521	0.0776699029126214	0.05
0.259750174	0.0761904761904762	0.05
0.263775407	0.0761904761904762	0.05
0.287097646	0.0660377358490566	0.06
0.295749179	0.0666666666666667	0.06
0.296044019	0.0666666666666667	0.06
0.296834617	0.063063063063063	0.06
0.296839561	0.063063063063063	0.06
0.296839653	0.063063063063063	0.06
0.296874128	0.063063063063063	0.06
0.296879772	0.063063063063063	0.06
0.29691506	0.063063063063063	0.06
0.296919994	0.063063063063063	0.06
0.296960227	0.063063063063063	0.06
0.297156652	0.063063063063063	0.06
0.297161557	0.063063063063063	0.06
0.297207868	0.063063063063063	0.06
0.29723727	0.063063063063063	0.06
0.297345093	0.063063063063063	0.06
0.29736316	0.063063063063063	0.06
0.297631463	0.063063063063063	0.06
0.298033592	0.0625	0.06
0.298432807	0.0625	0.06
0.29855614	0.0625	0.06
0.298682719	0.0625	0.06
0.299120783	0.0625	0.06
0.29926506	0.0625	0.06
0.299931082	0.0625	0.06
0.300128238	0.0625	0.06
0.300638986	0.0625	0.06
0.301159527	0.0619469026548672	0.06
0.301373268	0.0619469026548672	0.06
0.302397905	0.0636363636363636	0.06
0.302406093	0.0636363636363636	0.06
0.30240618	0.0636363636363636	0.06
0.302443572	0.0636363636363636	0.06
0.302452098	0.0636363636363636	0.06
0.302453753	0.0636363636363636	0.06
0.302493847	0.0636363636363636	0.06
0.302531356	0.0636363636363636	0.06
0.302535608	0.0636363636363636	0.06
0.302694303	0.0642201834862385	0.06
0.302757814	0.0642201834862385	0.06
0.302844832	0.0642201834862385	0.06
0.303037639	0.0642201834862385	0.06
0.303062807	0.0642201834862385	0.06
0.303998368	0.063063063063063	0.06
0.304168238	0.063063063063063	0.06
0.305094409	0.063063063063063	0.06
0.306047128	0.063063063063063	0.06
0.306464617	0.07	0.05
0.307314933	0.0693069306930693	0.05
0.308759935	0.0686274509803921	0.05
0.319078068	0.07	0.04
0.320217262	0.07	0.04
0.320290117	0.07	0.04
0.322066605	0.0693069306930693	0.04
0.322435043	0.0693069306930693	0.04
0.322591403	0.0693069306930693	0.04
0.322777267	0.0693069306930693	0.04
0.323097253	0.0686274509803921	0.04
0.323165924	0.0686274509803921	0.04
0.323537089	0.0679611650485437	0.04
0.323808824	0.0679611650485437	0.04
0.324596864	0.0673076923076923	0.04
0.327195424	0.0666666666666667	0.04
0.328591896	0.0660377358490566	0.04
0.330254195	0.0660377358490566	0.04
0.333944256	0.0654205607476635	0.04
0.334029253	0.0654205607476635	0.04
0.338071632	0.0714285714285714	0.05
0.340262381	0.0701754385964912	0.05
0.343625259	0.0701754385964912	0.05
0.343706753	0.0701754385964912	0.05
0.345554528	0.0695652173913043	0.05
0.350684009	0.0683760683760684	0.06
0.351815198	0.0677966101694915	0.06
0.356200611	0.0672268907563025	0.06
